city,district,facility_name,x_coordinate,y_coordinate,longitude,latitude
臺北市,中正區,臺北市立大學,301826.304,2769814.466,121.5135802260687,25.03555915306285
臺北市,中正區,國立臺北商業大學,303029.6389999996,2770526.642,121.5255318529356,25.041946957250392
臺北市,中正區,市立成功中學,302856.10199999885,2770575.489,121.52381400475281,25.04239401843723
臺北市,中正區,私立強恕中學,302495.9540000002,2768632.246,121.52017100435111,25.02486302252773
臺北市,中正區,私立開南商工,302656.899000001,2770577.267,121.52183999787465,25.04241701669716
臺北市,中正區,私立泰北中學女生部,302674.2800000006,2770230.7440000004,121.52199899876123,25.039288016992806
臺北市,中正區,市立建國中學,301686.9250000003,2769332.199,121.51218099603389,25.03121002312607
臺北市,中正區,市立北一女中,301768.2889999995,2770151.7380000004,121.5130180010205,25.038606021645805
臺北市,中正區,南門國小,301374.02300000004,2769776.19,121.50909699635274,25.035229019407538
臺北市,中正區,南門國中,301374.02300000004,2769776.19,121.50909699635274,25.035229019407538
臺北市,中正區,古亭國中,301532.83499999903,2768606.427,121.5106270047458,25.02466301572105
臺北市,中正區,國語實小,301570.4869999999,2769299.747,121.51102600023209,25.030921018565493
臺北市,中正區,忠義國小,301042.9649999998,2769169.942,121.50579399838868,25.02976702081637
臺北市,中正區,螢橋國小,301918.54999999906,2768637.24,121.51445000446958,25.0249280179342
臺北市,中正區,市大附小,301997.2059999995,2769900.723,121.5152770032299,25.036332016461454
臺北市,中正區,弘道國中,301998.8140000008,2770034.979,121.51529800132718,25.037544020494106
臺北市,中正區,中正國中,302685.8280000007,2769460.515,121.52208400187365,25.032334016252825
臺北市,中正區,河堤國小,302746.6219999995,2768455.9840000006,121.52264799865654,25.023263021494603
臺北市,中正區,東門國小,302537.9849999992,2770089.988,121.5206430029337,25.038022015897994
臺北市,中正區,忠孝國小,303628.978999999,2770649.947,121.53147600168015,25.043039021006823
臺北市,中正區,螢橋國中,303044.941,2767939.968,121.52558400305765,25.018594020256785
臺北市,大同區,市立明倫高中,302446.33400000056,2774244.515,121.51989300069891,25.07553201787455
臺北市,大同區,私立靜修女中,301997.7910000007,2772290.9669999992,121.51537300165373,25.05791102037707
臺北市,大同區,私立稻江高商,301659.1140000012,2773001.692,121.51204299710407,25.06433901819456
臺北市,大同區,市立成淵高中,302314.9900000011,2772664.689,121.51853099808054,25.06127401662247
臺北市,大同區,成淵高中(國中部),302363.2680000004,2772672.384,121.51900979276844,25.061341814942185
臺北市,大同區,忠孝國中,301223.9580000007,2771580.018,121.50767700069183,25.051519018622702
臺北市,大同區,永樂國小,301568.81600000005,2772708.2609999995,121.51113700390076,25.06169302290762
臺北市,大同區,太平國小,301600.52700000064,2772673.4890000005,121.51145000221248,25.06137802094468
臺北市,大同區,延平國小,301695.12599999947,2773189.69,121.51240699536952,25.0660350216865
臺北市,大同區,大橋國小,301794.2279999988,2772996.4440000006,121.5133820016406,25.064287015276296
臺北市,大同區,臺北市立啟聰學校,301811.1359999997,2774149.707,121.51359300448253,25.074698017956564
臺北市,大同區,民權國中,301892.5300000013,2772881.5090000005,121.51435200315314,25.06324601703785
臺北市,大同區,大同國小,302068.840000001,2773053.206,121.51610600317228,25.064790023187932
臺北市,大同區,蓬萊國小,302079.929999999,2772130.0030000005,121.51618100416674,25.056455018848006
臺北市,大同區,大龍國小,302127.5430000008,2774007.691,121.51672400038046,25.07340502335321
臺北市,大同區,雙蓮國小,302128.2229999999,2772535.928,121.51667500246835,25.060118022388483
臺北市,大同區,蘭州國中,302133.7100000009,2773555.4510000004,121.51676799678664,25.06932202078778
臺北市,大同區,日新國小,302174.9219999989,2771879.921,121.5171129965802,25.05419401689636
臺北市,大同區,建成國中,302188.9179999992,2771386.175,121.51723300245249,25.049736019666557
臺北市,大同區,重慶國中,302246.0170000002,2774287.9420000003,121.51790900028725,25.075931014854266
臺北市,中山區,大同大學,302683.7519999998,2773282.652,121.52220958994423,25.06684013459066
臺北市,中山區,實踐大學,305100.0520000008,2775147.162,121.54623416476642,25.08358653667618
臺北市,中山區,市立大同高中,303990.64599999983,2771974.7100000004,121.53511199937634,25.054986021470068
臺北市,中山區,私立中興中學,304681.93799999927,2771413.2110000006,121.54194100152462,25.0498920146147
臺北市,中山區,市立大直高中,304760.928,2774685.497,121.54285399815433,25.079431018168894
臺北市,中山區,私立稻江護理家事學校,303327.6899999992,2773122.7560000005,121.52858599633643,25.065374020552664
臺北市,中山區,市立中山女中,304200.6269999998,2771260.759,121.53716499973164,25.048533015513197
臺北市,中山區,私立大同高中,302688.92699999915,2773285.7610000004,121.52226100268206,25.066868021987666
臺北市,中山區,中山國小,303099.9329999992,2772849.49,121.52631799553686,25.062915015853974
臺北市,中山區,新興國中,303122.9600000011,2772739.92,121.52654200003948,25.061925017083674
臺北市,中山區,中正國小,304512.80499999964,2771493.506,121.54026799661634,25.050623017158454
臺北市,中山區,北安國中,304638.0819999999,2774503.013,121.54162900042533,25.077788023233666
臺北市,中山區,懷生國小,304664.61100000126,2770901.95,121.54174899979277,25.045277017849298
臺北市,中山區,吉林國小,303438.1450000007,2771942.739,121.52963499757347,25.05471701724873
臺北市,中山區,長安國小,303495.9929999993,2771393.6699999995,121.5301869968412,25.049758014648397
臺北市,中山區,長安國中,303671.81399999885,2771356.257,121.53192800334443,25.049414023226056
臺北市,中山區,長春國小,303866.9620000002,2771970.012,121.53388600103574,25.05494801972128
臺北市,中山區,大同高中(國中部),303958.6160000011,2772068.691,121.53479823657379,25.055835617834756
